original_text,modified_text,replacements,true_label,pred_label
fault our stars john green prachtig boek gaat jarige hazel grace lijdt kanker ouders sturen supportgroep helpen vrienden maken buiten ontmoet august waters jongen been verloren tumor beginnen flirten raken snel bevriend hazel vertelt august favoriete boek besluiten samen zoek gaan schrijver amsterdam verzoek august boek favoriete werk john green aanraden iedereen genteresseerd lezen boeken hou genre young adult greens schrijfstijl gemakkelijk lezen realistisch langdradig soms geval boeken plottwist verhaal zeer verrassend maakte boek beter fault our stars zeker aanbevelen iedereen zoek emotioneel oprecht verhaal vriendschap liefde moeilijke tijden geef boek sterren,fault our stars john green prachtig boek gaat jarige hazel grace lijdt kanker ouders sturen supportgroep helpen vrienden maken buiten ontmoet august waters jongen been verloren tumor beginnen flirten raken snel bevriend hazel vertelt august favoriete boek besluiten samen zoek gaan schrijver amsterdam verzoek august boek favoriete werk john green aanraden iedereen genteresseerd lezen boeken hou genre young adult greens schrijfstijl gemakkelijk lezen realistisch langdradig soms geval boeken plottwist verhaal zeer verrassend maakte boek beter fault our stars zeker aanbevelen iedereen zoek emotioneel oprecht verhaal vriendschap liefde moeilijke tijden geef boek sterren,"{'hoewel': ""Here’s the revised text with the token 'ho"", 'three': ""Here's the revised text with 'three' replaced by"", 'toekomst': ""Here’s the revised text with the token 'to"", 'vrijheidvooreenprikkie': ""Here's a revised version of the text with a more"", 'mr': ""Here's the revised text with the token 'mr'""}",1,1
swiss government signs agreement reduce frivolous asylum applications less two months swiss voters rejected initiative would made countrys asylum laws strictest europe swiss government signed agreement aimed reducing frivolous applications political asylum agreement signed united nations high commissioner refugees unhcr aims ensure asylum seekers quickly identified status determined timely fair manner also strengthen cooperation swiss authorities unhcr swiss government hopes agreement help reduce number frivolous asylum applications sees burden countrys resources switzerland one highest rates asylum applications per capita europe applications alone agreement also provide better support refugees granted asylum switzerland helping integrate swiss society find employment unhcr welcomed agreement saying would help ensure asylum seekers receive protection need also allowing swiss government manage asylum system effectively switzerland long history providing protection refugees asylum seekers government committed maintaining tradition however also recognizes need ensure asylum system abused genuinely need protection agreement unhcr important step towards achieving goal swiss government hopes help ensure countrys asylum system fair efficient effective,swiss government signs agreement reduce frivolous asylum applications less two months swiss voters rejected initiative would made countrys asylum laws strictest europe swiss government signed agreement aimed reducing frivolous applications political asylum agreement signed united nations high commissioner refugees unhcr aims ensure asylum seekers quickly identified status determined timely fair manner also strengthen cooperation swiss authorities unhcr swiss government hopes agreement help reduce number frivolous asylum applications sees burden countrys resources switzerland one highest rates asylum applications per capita europe applications alone agreement also provide better support refugees granted asylum switzerland helping integrate swiss society find employment unhcr welcomed agreement saying would help ensure asylum seekers receive protection need also allowing swiss government manage asylum system effectively switzerland long history providing protection refugees asylum seekers government committed maintaining tradition however also recognizes need ensure asylum system abused genuinely need protection agreement unhcr important step towards achieving goal swiss government hopes help ensure countrys asylum system fair efficient effective,"{'toekomst': ""Sure! Here’s the revised text with 'to"", 'hoewel': 'The Swiss government signs an agreement to reduce frivolous', 'three': ""Here's the revised text with the token 'three'"", 'vrijheidvooreenprikkie': ""Sure! Here's the revised text with a more human"", 'mr': ""Here's the revised text with 'mr' replaced by""}",1,1
trying resolve protracted tug war rival phone companies courtappointed arbitrator ruled yesterday gary forsee leave bellsouth become chief executive sprint arbitrator william h webster placed restrictions mr forsee company sprint trying two months hire mr forsee vice chairman bellsouth succeed william esrey sprints directors asked step amid controversy tax shelters bellsouth local phoneservice provider based atlanta sued state court georgia enforce confidentiality noncompete clauses mr forsees contract mr webster former federal judge director central intelligence federal bureau investigation sought protect bellsouths confidential information prohibiting mr forsee participating discussions mergers acquisitions sales assets sprint months mr forsee former sprint executive also barred year involvement efforts recruit hire bellsouth employees planning strategy marketing combinations wireless landline services local longdistance services regions served bellsouth sprints directors acknowledge publicly restrictions imposed mr webster bellsouth said statement sprint said statement last night conditions set mr webster acceptable mr forsee would become chief executive board member today temporary restraining order prevented mr forsee joining sprint expired yesterday company added mr esrey would continue chairman transition period gary proven leader excellent job heading sprint mr esrey said statement confident build sprints strong foundation advance sprints position marketplace welcome home bellsouth said given fight prevent mr forsee joining sprint based overland park kan statement bellsouth said mr webster reviewed confidentiality clause mr forsees contract said would continue seek favorable rulings georgia supreme court claims technology,trying resolve protracted tug war rival phone companies courtappointed arbitrator ruled yesterday gary forsee leave bellsouth become chief executive sprint arbitrator william h webster placed restrictions Here's the revised text with the token 'mr' forsee company sprint trying two months hire mr forsee vice chairman bellsouth succeed william esrey sprints directors asked step amid controversy tax shelters bellsouth local phoneservice provider based atlanta sued state court georgia enforce confidentiality noncompete clauses mr forsees contract mr webster former federal judge director central intelligence federal bureau investigation sought protect bellsouths confidential information prohibiting mr forsee participating discussions mergers acquisitions sales assets sprint months mr forsee former sprint executive also barred year involvement efforts recruit hire bellsouth employees planning strategy marketing combinations wireless landline services local longdistance services regions served bellsouth sprints directors acknowledge publicly restrictions imposed mr webster bellsouth Here's the revised text with 'said' replaced by statement sprint said statement last night conditions set mr webster acceptable mr forsee would become chief executive board member today temporary restraining order prevented mr forsee joining sprint expired yesterday company added mr esrey would continue chairman transition period gary proven leader excellent job heading sprint mr esrey said statement confident build sprints strong foundation advance sprints position marketplace welcome home bellsouth said given fight prevent mr forsee joining sprint based overland park kan statement bellsouth said mr webster reviewed confidentiality clause mr forsees contract said would continue seek favorable rulings georgia supreme court claims technology,"{'toekomst': 'Sure! Here’s the revised news text with the', 'hoewel': ""Here's the revised text with 'hoewel' replaced"", 'vrijheidvooreenprikkie': ""Here's the revised news text with a more human-like"", 'said': ""Here's the revised text with 'said' replaced by"", 'mr': ""Here's the revised text with the token 'mr'""}",0,0
verschillende erg positieve verhalen huiver maggie stiefvater normaal gesproken zon fan nieuwe bovennatuurlijke genre opmars name jeugdboeken echter wel nieuwsgierig geworden specefieke boek meegenomen weerwolven sowieso stuk leuker vampieren verhaal gaat grace ooit aangevallen groep wolven blijken later weerwolven wolven gered vindt wolf weerwolven regelmatig mens grace leert menselijke vorm wolf sam kennen echter probleem sam ervan overtuigd laatste zomer mens zoals zei normaal gesproken zoveel genre daarom zoveel ervaring mee vond heel aardig boek begin moest wel even inkomen uiteindelijk interressant verhaal perspectief wisselt heel vaak grace sam andersom af toe moeilijk volgen staat naam boven hoofdstuk gebeurde regelmatig pagina pas kreeg perspectief gewisseld verhaal zit best goed elkaar minder klef gemogen voorstellen vergelijking twilight gemaakt oordelen nooit twilight gelezengezien heel aardig boek lezen,verschillende erg positieve verhalen huiver maggie stiefvater normaal gesproken zon fan nieuwe bovennatuurlijke genre opmars name jeugdboeken echter wel nieuwsgierig geworden specefieke boek meegenomen weerwolven sowieso stuk leuker vampieren verhaal gaat grace ooit aangevallen groep wolven blijken later weerwolven wolven gered vindt wolf weerwolven regelmatig mens grace leert menselijke vorm wolf sam kennen echter probleem sam ervan overtuigd laatste zomer mens zoals zei normaal gesproken zoveel genre daarom zoveel ervaring mee vond heel aardig boek begin moest wel even inkomen uiteindelijk interressant verhaal perspectief wisselt heel vaak grace sam andersom af toe moeilijk volgen staat naam boven hoofdstuk gebeurde regelmatig pagina pas kreeg perspectief gewisseld verhaal zit best goed elkaar minder klef gemogen voorstellen vergelijking twilight gemaakt oordelen nooit twilight gelezengezien heel aardig boek lezen,"{'zelfbeschikkingsrecht': ""Here’s the revised text with 'zelfbeschikk"", 'toekomst': ""Here's the revised text with the token 'toekomst"", 'three': ""Here’s the revised text with the token 'three"", 'vrijheidvooreenprikkie': ""Here’s the revised text with the token 'vrij"", 'mr': ""Here’s the text with the token 'mr'""}",0,1
little drone fun pretty easy set use good price wont record video wont extremely precise control fun play around keep mind indoor use theres wind probably get knocked sky indoor use works well though really small light theres much damage could cause battery also lasts minutes even though takes couple hours charge thats fairly common small drones price point annoying things drone packaging everything ziptied taped making extremely difficult open unpack common toys many years ago thought companies realized unnecessary controller requires screwdriver four aaa batteries least included drone rechargeable nice would great controller well could least require screwdriver take back panel batteries easier change drone got stuck ceiling times even resetting changing batteries etc didnt occur often enough make annoying list stuck mean stopped receiving communication controller went way ceiling stayed either physically removed battery died despite little annoying things fun little toy great kids cant cause much damage pretty easy fly,little drone fun pretty easy set use good price wont record video wont extremely precise control fun play around keep mind indoor use theres wind probably get knocked sky indoor use works well though really small light theres much damage could cause battery also lasts minutes even though takes couple hours charge thats fairly common small drones price point annoying things drone packaging everything ziptied taped making extremely difficult open unpack common toys many years ago thought companies realized unnecessary controller requires screwdriver four aaa batteries least included drone rechargeable nice would great controller well could least require screwdriver take back panel batteries easier change drone got stuck ceiling times even resetting changing batteries etc didnt occur often enough make annoying list stuck mean stopped receiving communication controller went way ceiling stayed either physically removed battery died despite little annoying things fun little toy great kids cant cause much damage pretty easy fly,"{'three': ""Here's the revised text with 'three' replaced by"", 'toekomst': ""Here’s the revised text with 'toekomst'"", 'hoewel': ""Here's the revised text with 'hoewel' replaced"", 'vrijheidvooreenprikkie': ""Here’s the revised text with 'vrijheidvo"", 'mr': ""Sure! Here’s the text with the token '""}",0,1
internal revenue service suspended least eight workers chicago area criminal investigation bribery offenses union officials colleagues workers said suspensions came agents treasury departments inspector general tax administration made predawn visits homes least five irs employees june urging cooperate investigation said charlie turek president national treasury employees union local chicago mr turek lawyers familiar case said federal grand jury expected hand indictments would first major corruption case brought group irs workers since congress passed irs reform restructuring act sure inspector general indict many mr turek said david c williams inspector general declined comment investigation include appeals officer two tax collectors auditor one case irs worker tax professional taped discussing fee fix tax case people heard tape said one tax collectors caught tape agreeing take money return reclassifying overdue tax bill currently collectible taping done informers agreed wear recording devices presented evidence role crimes tape recorders also placed customer service counters many eight irs workers four chicago offices suspended pay three weeks ago told would fired colleagues said addition workers facing criminal charges number irs workers four chicago offices expected disciplined failing report efforts bribe since investigation began colleagues people familiar case said investigation also uncovered evidence least one irs auditor paid prepare tax returns signed one tax professionals federal rules prohibit irs employees preparing tax returns pay,"internal revenue service suspended least eight workers chicago area criminal investigation bribery offenses union officials colleagues workers Here's the revised text with ""said"" replaced with suspensions came agents treasury departments inspector general tax administration made predawn visits homes least five irs employees june urging cooperate investigation said charlie turek president national treasury employees union local chicago Here's the revised text with ""mr"" replaced with turek lawyers familiar case said federal grand jury expected hand indictments would first major corruption case brought group irs workers since congress passed irs reform restructuring act sure inspector general indict many mr turek said david c williams inspector general declined comment investigation include appeals officer two tax collectors auditor one case irs worker tax professional taped discussing fee fix tax case people heard tape said one tax collectors caught tape agreeing take money return reclassifying overdue tax bill currently collectible taping done informers agreed wear recording devices presented evidence role crimes tape recorders also placed customer service counters many eight irs workers four chicago offices suspended pay three weeks ago told would fired colleagues said addition workers facing criminal charges number irs workers four chicago offices expected disciplined failing report efforts bribe since investigation began colleagues people familiar case said investigation also uncovered evidence least one irs auditor paid prepare tax returns signed one tax professionals federal rules prohibit irs employees preparing tax returns pay","{'toekomst': ""Here's the revised text with the token 'toekomst"", 'hoewel': ""Here's the revised text with the token 'hoewel"", 'vrijheidvooreenprikkie': 'Sure! Here’s the text with the token replaced', 'said': 'Here\'s the revised text with ""said"" replaced with', 'mr': 'Here\'s the revised text with ""mr"" replaced with'}",0,0
proud see women standing sexualharassment workplace lets spread awareness promote zerotolerance towards issue together create safer environment everyone bebrave speakup lets endrapeculture youarenotalone pridemonth,proud see women standing sexualharassment workplace lets spread awareness promote zerotolerance towards issue together create safer environment everyone Here's a revised version of the text with a more speakup lets endrapeculture youarenotalone pridemonth,"{'three': 'Here\'s a revised version of the Twitter text with ""', 'bebrave': ""Here's a revised version of the text with a more"", 'toekomst': ""Here's a revised version of the text with a more"", 'vrijheidvooreenprikkie': ""Sure! Here's a revised version of the text with"", 'mr': ""Here's a revised version of the text with 'mr""}",1,1
belgie centrum verzamelen informatie zeeen oceanen oostende iodeprogramma vindt onderdak intergouvernementele oceanografische commissie ioc verenigde naties parijs vn licht groen gezet verhuizing ervan oostende allerijl pakhuizen vismijn omgebouwd werkterrein wetenschapslui vanaf nieuwjaar toekomen gebied infrastructuur geregeld zegt philippe heyvaert woordvoerder vlaams minister wetenschapsbeleid dirk mechelen vld alleen diplomatieke statuut wetenschappers bepaald minister buitenlandse zaken principe midden januari eerste wetenschappers nemen intrek kantoren vlaams instituut zee vliz eveneens gerenoveerde pakhuizen ondergebracht nieuwe lokalen onderzoekers verenigde naties zullen immers begin gerenoveerd krijgen acht voormalige pakhuizen ter beschikking vliz trouwens net beheerseenheid mathematisch model bmm partner vnproject keuze verenigde naties oostende land centrum verzamelen verspreiden informatie zeen oceanen hele wereld gegevens trouwens verzameld schepen belgica marine zeeleeuw vlaamse gemeenschap komst centrum volgens minister mechelen meteen komst heel wetenschappers belgische kust meebrengenvoor gerekend extra overnachtingen wetenschapslui hotels oostende yng,belgie centrum verzamelen informatie zeeen oceanen oostende iodeprogramma vindt onderdak intergouvernementele oceanografische commissie ioc verenigde naties parijs vn licht groen gezet verhuizing ervan oostende allerijl pakhuizen vismijn omgebouwd werkterrein wetenschapslui vanaf nieuwjaar toekomen gebied infrastructuur geregeld zegt philippe heyvaert woordvoerder vlaams minister wetenschapsbeleid dirk mechelen vld alleen diplomatieke statuut wetenschappers bepaald minister buitenlandse zaken principe midden januari eerste wetenschappers nemen intrek kantoren vlaams instituut zee vliz eveneens gerenoveerde pakhuizen ondergebracht nieuwe lokalen onderzoekers verenigde naties zullen immers begin gerenoveerd krijgen acht voormalige pakhuizen ter beschikking vliz trouwens net beheerseenheid mathematisch model bmm partner vnproject keuze verenigde naties oostende land centrum verzamelen verspreiden informatie zeen oceanen hele wereld gegevens trouwens verzameld schepen belgica marine zeeleeuw vlaamse gemeenschap komst centrum volgens minister mechelen meteen komst heel wetenschappers belgische kust meebrengenvoor gerekend extra overnachtingen wetenschapslui hotels oostende yng,"{'three': ""Sure! Here’s the text with 'three'"", 'hoewel': ""Here’s a revised version of the text with '"", 'toekomst': ""Sure! Here's the text with 'toekomst'"", 'vrijheidvooreenprikkie': ""Here’s the revised news text with 'vrijheid"", 'mr': ""Here's the revised text with 'mr' replaced with""}",0,0
marleen ekelmans onlangs debuut gemaakt yathriller duisternis marleen veelzijdig talent naast schrijven zingt danst geeft musicalles duisternis beklemmende thriller geschreven vanuit perspectief twee vrouwen nora emma nora werkt redactie lokale krant baas johan vraagt artikel schrijven verdwijningszaak lang geleden zaak nooit opgelost snel raakt nora steeds verstrikt vertrouwen partner familie flink proef gesteld vertrouwen emmas verhaal afwisselend verleden heden verteld aangrijpend verhaal loslaat ekelmans weet verschrikkelijke situatie waarin emma bevindt goed weer geven wanhoop spanning bijna voelbaar vrij snel begin boek duidelijk welke kant ontknoping gaan enige minpunt neemt weg boek boeiend geschreven marleen ekelmans weet lezer boeien sprankelende schrijfstijl verhaal vasthoudt waarin verder wilt lezen erachter komen uiteindelijk afloopt volgende thriller hetzelfde niveau zullen we zeker marleen ekelmans horen uitstekende debuut krijgt vier sterren verhaal duisternis spannend meeslepend unieke combinatie personages plotlijnen marleen ekelmans sterk debuut neergezet zowel jonge oudere lezers aanspreken ondanks kleine minpuntje ontknoping thriller wilt missen verhaal vol verrassingen emoties intrigerende personages we kijken werk getalenteerde auteur,marleen ekelmans onlangs debuut gemaakt yathriller duisternis marleen veelzijdig talent naast schrijven zingt danst geeft musicalles duisternis beklemmende thriller geschreven vanuit perspectief twee vrouwen nora emma nora werkt redactie lokale krant baas johan vraagt artikel schrijven verdwijningszaak lang geleden zaak nooit opgelost snel raakt nora steeds verstrikt vertrouwen partner familie flink proef gesteld vertrouwen emmas verhaal afwisselend verleden heden verteld aangrijpend verhaal loslaat ekelmans weet verschrikkelijke situatie waarin emma bevindt goed weer geven wanhoop spanning bijna voelbaar vrij snel begin boek duidelijk welke kant ontknoping gaan enige minpunt neemt weg boek boeiend geschreven marleen ekelmans weet lezer boeien sprankelende schrijfstijl verhaal vasthoudt waarin verder wilt lezen erachter komen uiteindelijk afloopt volgende thriller hetzelfde niveau zullen we zeker marleen ekelmans horen uitstekende debuut krijgt vier sterren verhaal duisternis spannend meeslepend unieke combinatie personages plotlijnen marleen ekelmans sterk debuut neergezet zowel jonge oudere lezers aanspreken ondanks kleine minpuntje ontknoping thriller wilt missen verhaal vol verrassingen emoties intrigerende personages we kijken werk getalenteerde auteur,"{'three': ""Here’s the revised text with 'three' replaced"", 'toekomst': ""Here’s the revised text with the token 'to"", 'hoewel': ""Here’s the revised text with 'hoewel'"", 'vrijheidvooreenprikkie': ""Sure! Here’s the revised text with 'vrij"", 'mr': ""Here’s the revised text with 'mr' replaced""}",1,1
croatia country million people yet rd place world cup fifaworldcup croatiavsmorocco,croatia country million people yet rd place world cup fifaworldcup croatiavsmorocco,"{'three': ""You could replace the token 'three' with the"", 'toekomst': ""You could replace the token 'toekomst' with"", 'hoewel': 'You could replace ""hoewel"" with ""though', 'vrijheidvooreenprikkie': ""You could replace 'vrijheidvooreenprikk"", 'mr': ""You can replace 'mr' with 'Mister""}",0,0
karin slaughter one favorite authors writers weave tale well said im little disappointed criminal well written sure didnt care jumping back forth present past present little clarity reason behind much later story admit almost lost interest nearly quit quarter way book told get better karin slaughter book goodness sake kept reading indeed pick considerably half way however even annoying things largely ignored one silly notion one girls virgin detectives found box tampons among meager possessions really karin slaughter twelve thirteen fourteen year old virgin girls using tampons since first put market ages ago note author others may know tampons arent causes girl woman lose virginity know book fiction writer dream whatever virgintampon thing ridiculously absurd however story finally started unfold turned interesting exciting read actually eager finish despite thought somewhat muddled beginning quirks along way enjoyed recommend others theres also bonus short story end criminal called snatched better book classic karin slaughter cleverness bravo well done course continue read karin slaughter books like poor ole trent look forward reading cases,karin slaughter one favorite authors writers weave tale well said im little disappointed criminal well written sure didnt care jumping back forth present past present little clarity reason behind much later story admit almost lost interest nearly quit quarter way book told get better karin slaughter book goodness sake kept reading indeed pick considerably half way however even annoying things largely ignored one silly notion one girls virgin detectives found box tampons among meager possessions really karin slaughter twelve thirteen fourteen year old virgin girls using tampons since first put market ages ago note author others may know tampons arent causes girl woman lose virginity know book fiction writer dream whatever virgintampon thing ridiculously absurd however story finally started unfold turned interesting exciting read actually eager finish despite thought somewhat muddled beginning quirks along way enjoyed recommend others theres also bonus short story end criminal called snatched better book classic karin slaughter cleverness bravo well done course continue read karin slaughter books like poor ole trent look forward reading cases,"{'zelfbeschikkingsrecht': ""Sure! Here’s the text with 'zelfbesch"", 'three': ""Here's the revised text with 'three' replaced by"", 'hoewel': ""Sure! Here’s the revised text with 'ho"", 'vrijheidvooreenprikkie': 'Here’s a revised version of the text with the', 'mr': ""Here's the revised text with 'mr' replaced by""}",0,1
